Objektnummer;Kulturdenkmaltyp;Kreis;Gemeinde;Adresse-Lage;Bezeichnung;Beschreibung;Begründung;Schutzumfang;FotoURL
9269;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schleswiger Straße";"Brücke über die Bahnanlagen";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich, Technisch";"gesamtes Objekt";""
870;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schloßstraße 4";"Doppelhaus";"Doppelhaus; um 1820/40; zweigeschossiger traufständiger Backsteinbau mit Satteldach und geschlämmter Fassade, zwei Eingänge mit vorgesetzten Freitreppen, klassizistische Haustüren";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/870.jpg"
1475;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schloßstraße 16";"Wohnhaus";"Wohnhaus; E. 18, Jh.; zweigeschossiger geschlämmter Mauerwerksbau, giebelständig mit Satteldach und Halbwalm";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1475.jpg"
49801;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schloßstraße 16";"ehem. Hofgebäude";"ehem. Hofgebäude; 1. H. 19. Jh.; als Hofgebäude zu Schloßstraße 16 errichteter ein- bis zweigeschossiger Backsteinbau mit verputzten Außenwänden und pfannengedecktem Bohlendach, umlaufend Maueranker";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/49801.jpg"
14338;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schloßstraße 28";"Voigtschule";"Voigtschule; 1882, verm. Stadtbaumeister Otto Fielitz; dreigeschossiger traufständiger Gelbsteinbau auf hohem Rotsteinsockel, Satteldach schiefergedeckt, reiche Fassadengliederung, übergiebelte Mittelrisalite und kontrastierende Rotsteingliederung";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14338.jpg"
272;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schloßstraße 35";"Guttempler Logenhaus";"Guttempler Logenhaus; im Kern 1772-73, Umbau 1905-06 durch Maurermeister Carl Schulz; zweigeschossiger Putzbau mit flachem Walmdach und spätklassizistischer Fassadengliederung, flankierende turmartige Anbauten an Südseite, Saal mit Ausstattung in Formen des Zopfstils";"Geschichtlich, Künstlerisch, Städtebaulich";"Guttempler Logenhaus, ";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/272.jpg"
20089;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schloßstraße 41";"ehem. Stiftungshaus Mohr'sches Heim";"ehem. Stiftungshaus 'Mohr'sches Heim'; im Kern 1870er Jahre, Umbau 1903 durch Maurermeister Martin Jensen; freistehender zweigeschossiger Putzbau mit Satteldach, erhöhter Seitenrisalit mit Kurzwalm und polygonalem Erker im Obergeschoss, aufwendig gegliederte Straßenfassade mit neubarocken Elementen";"Geschichtlich, Künstlerisch, Städtebaulich";"ehem. Stiftungshaus 'Mohr'sches Heim', ";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20089.jpg"
20091;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schloßstraße 44 - 46";"ehem. Gewerkschaftshaus";"ehem. Gewerkschaftshaus; 1911-12, Architekt Carl Voß; dreigeschossiger traufständiger Backsteinbau mit Mansarddach, Erdgeschoss mit Bossenblendmauerwerk, reiche historisierende Putzgliederung mit figürlicher Stuckzier, asymmetrisch verteilte Erker mit Doppel- und Schweifgiebelabschlüssen";"Geschichtlich, Künstlerisch, Städtebaulich";"ehem. Gewerkschaftshaus, ";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20091.jpg"
53025;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schöne Aussicht 17";"Wohnhaus Baumann";"Wohnhaus Baumann; 1927, Architekt Theodor Rieve; zweigeschossiger Backsteinbau in sachlichen Formen des späten Heimatschutzes mit Walmdach, Eingang ornamental betont";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/53025.jpg"
53030;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schöne Aussicht 41";"Wohnhaus Dr. Karding";"Wohnhaus Dr. Karding; 1911, Architekt Friedrich Fabian; eingeschossiger Putzbau im Reformstil mit teilverglastem Erker, ausgebautes Satteldach mit Gauben und Falzziegeldeckung";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
20403;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Schöne Aussicht 49";"Wohnhaus Schaberg";"Wohnhaus Schaberg; 1911, Maurermeister H. Höft; eingeschossiger Fachwerkbau im Stil eines Forsthauses mit ausgebautem Halbwalmdach; im Inneren hoher bauzeitlicher Bestand";"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich";"Wohnhaus Schaberg, ";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20403.jpg"
1323;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Selckstraße 1";"Altes Gymnasium";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1323.jpg"
20097;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Selckstraße 3";"Villa Hansen";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20097.jpg"
20098;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Selckstraße 5";"Selckstift";"Selckstift; 1891-92; breitgelagerter zweigeschossiger Gelbsteinbau mit seitlichen Kopfbauten, Satteldächer, Mittelgaube, farbige Backsteingliederung; hölzernes, weitgehend verglastes Gartenhaus";"Geschichtlich, Künstlerisch, Städtebaulich";"Selckstift, Gartenhaus";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20098.jpg"
1824;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Selckstraße";"Alter Friedhof: Friedhofskapelle";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1824.jpg"
29773;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Selckstraße";"Alter Friedhof: Grabstelle Christiansen (Grabmal/Gruft)";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29773.jpg"
364;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 26";"Kaufmannshof: zweiter Seitenflügel";"Kaufmannshof: zweiter Seitenflügel; um 1800;  langgestreckter zweigeschossiger Flügelbau in geschlämmtes Gelbsteinmauerwerk mit halbem Bohlendach mittiger Kranluke mit beschnitzten Kopfbändern";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/364.jpg"
366;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 26";"Kaufmannshof: Querspeicher";"Kaufmannshof: Querspeicher; um 1800; schlichter zweigeschossiger Backsteinquerbau mit geschlämmten Außenmauern und pfannengedecktem Satteldach, mittig Durchfahrt";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/366.jpg"
10486;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 28";"Kaufmannshof: Querspeicher";"Kaufmannshof: Querspeicher; um 1880; dreigeschossiger geschlämmter Backsteinquerbau mit pfannengedecktem Satteldach, in der südlichsten Achse stichbogige Durchfahrt und hofseitig Kranluke im Dach";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10486.jpg"
10484;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 34";"Kaufmannshof: Querspeicher";"Kaufmannshof: Querspeicher; um 1830; viergeschossiger geschlämmter Backsteinquerbau mit Mauerankern und pfannengedecktem Satteldach, straßenseitig übergiebeltes Mittelzwerchhaus";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10484.jpg"
10485;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 34 a";"Kaufmannshof: Westindienspeicher";"Kaufmannshof: Westindienspeicher; 1789; fünfgeschossiger geschlämmter Backsteinbau mit Mauerankern und pfannengedecktem Satteldach, Mittelachse nach Osten mit sechs breiten Lukentüren unter hölzernem Windenausleger";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10485.jpg"
10483;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 36";"Kaufmannshof: Querspeicher";"Querspeicher; um 1800; östlich den Hof abschließender dreigeschossiger Querbau mit geschlämmtem Backsteinmauerwerk, pfannengedecktem Mansarddach und mittiger rundbogiger Tordurchfahrt, hofseitig hohes Zwerchhaus mit hölzernem Windenausleger";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10483.jpg"
355;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 40";"Kaufmannshof: Amalie-Lamp-Speicher";"Amalie-Lamp-Speicher; 1. H. 19. Jh.; östlich den Hof abschließender eingeschossiger Gelbsteinspeicher mit steilem pfannengedecktem Mansarddach und mittiger rundbogiger Tordurchfahrt, Nordgiebel in Fachwerk, hofseitig zweigeschossiger Giebelausbau in Fachwerk mit Kranausleger";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/355.jpg"
14204;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 44";"Kaufmannshof: Querspeicher";"Querspeicher; 18. Jh.; östlich den Hof abschließender schlichter zweigeschossiger Querbau mit geschlämmtem Backsteinmauerwerk, pfannengedecktem Mansarddach und mittiger rundbogiger Tordurchfahrt, hofseitig hohes Zwerchhaus mit hölzernem Windenausleger";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14204.jpg"
14203;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Speicherlinie 48";"Kaufmannshof: dritter Querspeicher";"Dritter Querspeicher; 18. Jh.; zweigeschossiger geschlämmter Backsteinquerbau mit pfannengedecktem Satteldach und korbbogiger Durchfahrt, hofseitig Ladeluke und Kranerker";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14203.jpg"
1860;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Stadtpark";"Bronzestatue General Carl von Wrangel";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";""
6114;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"St.-Jürgen-Platz 4";"Wohnhaus";"Wohnhaus; 1914, Architekt Karl Bernt; dreigeschossiger Putzbau, traufständig, zwei Polygonalerker mit Balkonloggien und übergiebeltem Zwerchhaus, Mansarddach";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6114.jpg"
411;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"St.-Jürgen-Straße 14";"Wohnhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/411.jpg"
1897;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"St.-Jürgen-Straße 20";"Wohnhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1897.jpg"
13997;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"St.-Jürgen-Straße 24 - 26";"Doppelhaus";"Doppelhaus; um 1800; eingeschossiger geschlämmter Backsteinbau über sechs Achsen, traufständig mit Satteldach, spiegelsymmetrische Gliederung, beide Eingangstüren in den mittleren Achsen, Außentreppen";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13997.jpg"
14090;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"St.-Jürgen-Straße 44";"Wohnhaus";"Wohnhaus; 1787 (i); zweigeschossiger dreiachsiger Putzbau auf hohem Sockel, traufständig mit Satteldach, linksseitig Eingangstür und Freitreppe, baufeste Ausstattung aus der Bauzeit";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14090.jpg"
14040;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"St.-Jürgen-Straße 48";"Wohnhaus";"Wohnhaus; 19. Jh.; zweigeschossiger vierachsiger Putzbau, traufständig mit Satteldach, sparsamer spätklassizistischer Putzdekor, rechtsseitig Eingangstür und Freitreppe, baufeste Ausstattung aus der Bauzeit";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14040.jpg"
20314;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"St.-Jürgen-Straße 86";"ehem. Pastorat der St.-Jürgen-Kirche";"ehem. Pastorat der St.-Jürgen-Kirche; 1952-53, Architekt Georg Rieve; zweigeschossiger traufständiger Backsteinbau mit pfannengedecktem Satteldach, schlichte Ausführung mit zeittypischen Details und  auffälligem Eingangsvorbau unter gerundeter Kragplatte";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20314.jpg"
9058;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Strucksdamm 6";"Wohnhaus";"Wohnhaus; 1924-25, Friedrich und August Tietje; zweigeschossiger Backsteinbau auf etwa quadratischem Grundriss mit Walmdach, rustizierte Kanten, gruppierte Fenster, eingeschossiger Standerker in Ecklage, reiche bauzeitliche Innenausstattung, Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhaus, EInfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9058.jpg"
9542;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Stuhrsallee 10 - 12";"Doppelhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9542.jpg"
13232;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Stuhrsallee 14";"Villa";"Villa; 1911-12, Architekt Anton Meyer; eingeschossiger Backsteinbau in barockisierenden Formen des Heimatschutzstils, Mansardwalmdach und Mittelzwerchhaus, Gartenpavillon";"Geschichtlich, Künstlerisch, Städtebaulich";"Villa, Gartenpavillon";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13232.jpg"
13523;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Stuhrsallee 27";"Villa";"Villa, heute Katasteramt; 1897, Maurermeister Chr. Henningsen nach Plänen von Schwerdtfeger u. Schmüser; zweigeschossiger Putzbau auf hohem, genutetem Sockelgeschoss mit Schieferdach und dekorativ eingesetzten Backsteinflächen und -rahmungen, Straßenfront an der rechten Seite betont durch Risalit mit aufgesetztem Fachwerk und Verbretterung im Giebel sowie vorgelegtem polygonalem Standerker im Erdgeschoss, zurückversetzter Eingangsvorbau mit Freitreppe an der Nordseite, im Inneren Ausstattung erhalten";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13523.jpg"
20110;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Stuhrsallee 29";"Villa";"Villa; 1899, Architekt Alexander Wilhelm Prale; zweigeschossiger aus trauf- und giebelständigem Trakt zusammengesetzter Putzbau mit Pfannendach über hohem Kellergeschoss, Fassade mit Backsteinziergliederungen, Dreieckgiebel in Zierfachwerk unter auf Freisparren vorgekragtem steilem Satteldach, davor polygonaler Standerker mit Altan";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20110.jpg"
20111;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Stuhrsallee 31";"Villa Todsen";"Villa Todsen; 1899, Architekt Alexander Wilhelm Prale; zweigeschossiger Putzbau mit Schieferdächern auf hohem Sockel, Fassadengliederung durch kontrastierende Backsteinrahmungen und übergiebeltem Mittelrisalit mit Freigespärre am Giebel und polygonalem Erdgeschossstanderker, das auskragende Walmdach über der rechten Haushälfte höher ausgebildet, im Inneren ursprüngliche Ausstattung erhalten";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20111.jpg"
20112;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Stuhrsallee 33";"Villa";"Villa; 1902/03, Architekt Alexander Wilhelm Prale; zweigeschossiger Putzbau mit Pfannendächern über Sockelgeschoss, Straßenfassade mit mittlerem Fachwerkzwerchgiebel sowie zweiteiligem, polygonal und kastenförmig ausgebildetem eingeschossigem Standerker mit Altan, an der Südseite ebenfalls halbrunder Standerker mit Altan, darüber breites übergiebeltes Zwerchhaus, an der Nordseite Eingangsvorbau mit polygonalem Treppenhausturm; mit Stallgebäude und Remise, heute Garage, mit korbbogigem zweiflügeligem Tor und Fachwerk im Drempelgeschoss";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20112.jpg"
20113;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Stuhrsallee 35";"Wohnhaus";"Wohnhaus; 1911, Architekt Magnus Schlichting; eingeschossiger Putzbau über hohem Kellersockel mit auskragendem schiefergedecktem Mansarddach, an der Straßenfront mittiger Zwerchgiebel mit Ziermauerwerk und Fußwalm über vortretender rustizierter Fensterrahmung mit Altan, flankiert von flach polygonalen Fenstererkern, seitlich Eingangsvorbau mit Freitreppe";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20113.jpg"
1324;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Süderfischerstraße 8";"Wohnhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhaus, Hof";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1324.jpg"
1325;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 22";"Landgericht";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";""
20124;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 24";"Justizvollzugsanstalt";"Justizvollzugsanstalt; 1879-82, Regierungsbaumeister Richard Plüddemann; drei- bis viergeschossiger Backsteinbau über T-förmigem Grundriss mit abgewalmten Schieferdächern und Fassadengliederung durch Friese und Rahmungen aus farbig glasierten Ziegeln";"Geschichtlich, Städtebaulich";"Justizvollzugsanstalt, Gefängsnismauer";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20124.jpg"
7574;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 27";"Stadtvilla";"Stadtvilla; 1896, Zimmermeister Wilhelm Petersen; zweigeschossiger Putzbau mit gaubenbesetztem Mansarddach und reicher Fassade in historisierenden Formen, leicht außermittig Kastenerker mit darüberliegendem Dacherker und welscher Haube";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7574.jpg"
20116;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 31";"Wohnhaus";"Wohnhaus; 1904, Zimmermeister Boy Willandsen; dreigeschossiges Wohnhaus mit Satteldach und reicher Jugendstilfassade mit seitl. polygonalen Standerker, reicher floraler Stuckdekor, Glasursteinverblendung im OG, zugehöriger innenhofbildender Rückflügel";"Geschichtlich, Städtebaulich";"Wohnhaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20116.jpg"
11;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 34";"Auguste-Viktoria-Schule";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
20118;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 37";"Wohnhaus";"Wohnhaus; 1894, Maurermeister H. Höft; viergeschossiger Putzbau mit flachem Satteldach und reich gegliederter Fassade in historisierenden Formen, seitl. Kastenerker auf kräftigen stuckierten Volutenkonsolen mit welscher Haube";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20118.jpg"
20119;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 39";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1897, Maurermeister H. Höft; dreigeschossiger Putzbau mit rustizierter Fassade in Neorenaissanceformen, außermittig zweigeschossiger Kastenerker mit Türmchenaufsatz, zugehöriger hofbildender Rückflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20119.jpg"
20120;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 43";"Villa";"Villa; 1879, 1928/30, Maurermeister Carl T. Nielsen, erw. durch Arch. Dall; zwei-, zum rückwärtigen Hang dreigeschossiger Putzbau mit flachem Satteldach und historisierender Fassadengestaltung, straßenseitig Eingangsvorbau mit Altan";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20120.jpg"
20121;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 45";"ehem. Kunstgewerbeschule Sauermann";"ehem. Kunstgewerbeschule Sauermann; 1890, Zimmermeister Boy Willandsen, Gebr. Hummel; zwei-, rückseitig zum Hang dreigeschossiger Gelbsteinbau mit Rotsteingliederung und Berliner Dach, seitl. kleiner Eingangsanbau";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20121.jpg"
20122;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 47";"Villa Sauermann";"Villa Sauermann; 1884, Heinrich Moldenschardt; traufständiger ein-, rückseitig zum Hang zweigeschossiger Gelbsteinbau mit Rotsteingliederung und schiefergedecktem Halbwalmdach, straßenseitig zweigeschossiger übergiebelter Eingangsrisalit, Drempel mit Porträtmedaillons";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20122.jpg"
674;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben 59";"Lutherhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/674.jpg"
45760;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südergraben";"Treppenanlage am Fördehang";"Treppenanlage am Fördehang; E. 19. Jh.; den Hang zwischen Nikolaikirchhof und Südergraben in drei Freitreppen überwindende Anlage mit zentralem, terrassenartig angelegtem Platz, darauf Baumreihe aus vier Linden, platzbildprägend Böschungsmauern aus Zyklopenmauerwerk sowie eiserne Geländer";"Geschichtlich, Städtebaulich";"Treppenanlage am Fördehang, Lindenreihe, Freifläche, Böschungsmauern, Geländer";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45760.jpg"
343;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 1";"Kaufmannshof: Vorderhaus";"Kaufmannshof: Vorderhaus; um 1800; mächtiges dreigeschossiges Traufenhaus mit steilem pfannengedecktem Satteldach, schlichte Putzfassade mit neun Fensterachsen, im Dach Schleppgauben";"Geschichtlich, Städtebaulich";"gesamtes Äußeres";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/343.jpg"
46050;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 1";"Kaufmannshof: Rückflügel";"Kaufmannshof: Rückflügel; Ende 18. Jh.; südlich viergeschossiger Anbau mit Flachdach, EG und 1.OG geschlämmt, 2. u. 3. OG verputzt";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/46050.jpg"
344;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 2";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; um 1800, im Kern älter; zweigeschossiges Giebelhaus mit zur Straße abgewalmtem steilem Satteldach und verputzter klassizistischer Front mit breitem übergiebeltem Zwerchhaus";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/344.jpg"
276;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 3";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; um 1850-60; dreigeschossiger Putzbau mit gotisierender Fassade und Berliner Dach,seitl. überhöhter Kastenerker mit steigendem Spitzbogenfries geschmücktem Stufengiebel";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/276.jpg"
277;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Südermarkt 7";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1928, Arch. P. Ziegler und Th. Rieve; viergeschossiger Gelbziegelbau in Formen der expressionistischen Heimatschutzarchitektur mit Walmdach u. Stufengiebel zum Südermarkt sowie Satteldach zur Dr.-Todsen-Straße, an westl. Längsseite Bürgersteig übergreifende Arkade";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/277.jpg"
